=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
lbfgs[init-consistent][backtrack-strong-Wolfe]        818      113.759766     0.000000         0         21.361328      272.977539      272.977539      0.439140   
cgd-dycd[init-consistent][backtrack-strong-Wolfe]     869      93.410156      0.000000         0         10.607422      289.942383      289.942383      0.212914   
gd[init-consistent][backtrack-Wolfe]                  885      95.500000      0.000000         0         14.501953      295.303711      295.303711      0.306513   
cgd-prp[init-consistent][backtrack-Wolfe]             910      99.065430      0.000000         0         15.400391      303.333984      303.333984      0.326812   
cgd-ls[init-consistent][backtrack-Wolfe]              912      102.247070     0.000000         0         15.964844      304.041992      304.041992      0.338724   
lbfgs[init-consistent][backtrack-Wolfe]               917      129.039062     0.000000         0         22.702148      305.897461      305.897461      0.461161   
lbfgs[init-consistent][backtrack-Armijo]              994      203.223633     0.000000         0         66.791016      331.460938      331.460938      0.764439   
cgd-fr[init-consistent][backtrack-strong-Wolfe]       1006     98.326172      0.000000         0         11.793945      335.440430      335.440430      0.247014   
cgd-dyhs[init-consistent][backtrack-Armijo]           1008     136.261719     0.000000         0         66.889648      336.274414      336.274414      0.765237   
gd[init-consistent][backtrack-Armijo]                 1012     115.052734     0.000000         0         66.891602      337.367188      337.367188      0.764418   
cgd-prp[init-consistent][backtrack-Armijo]            1016     135.989258     0.000000         0         66.944336      338.867188      338.867188      0.764671   
cgd-dycd[init-consistent][backtrack-Armijo]           1016     136.370117     0.000000         0         66.980469      338.759766      338.759766      0.765980   
cgd-ls[init-consistent][backtrack-Armijo]             1034     137.390625     0.000000         0         67.184570      344.943359      344.943359      0.765652   
cgd-dyhs[init-consistent][backtrack-Wolfe]            1054     112.104492     0.000000         0         17.390625      351.471680      351.471680      0.369892   
cgd-n[init-consistent][backtrack-Wolfe]               1210     135.123047     0.000000         0         19.096680      403.547852      403.547852      0.413698   
cgd-n[init-consistent][backtrack-Armijo]              1270     164.386719     0.000000         0         69.632812      423.601562      423.601562      0.778780   
cgd-dycd[init-consistent][backtrack-Wolfe]            1332     143.322266     0.000000         0         21.101562      444.181641      444.181641      0.442154   
cgd-dy[init-consistent][backtrack-Wolfe]              1341     144.276367     0.000000         0         21.213867      447.206055      447.206055      0.443807   
cgd-dy[init-consistent][backtrack-Armijo]             1551     180.708984     0.000000         0         74.574219      517.107422      517.107422      0.792524   
cgd-ls[init-unit][backtrack-Wolfe]                    5017     1113.274414    0.000000         0         1658.404297    1672.397461     1672.397461     0.797281   
cgd-prp[init-unit][backtrack-Wolfe]                   5348     1185.368164    0.000000         0         1771.952148    1782.939453     1782.939453     0.802062   
gd[init-unit][backtrack-Wolfe]                        7204     1454.565430    0.000000         0         2391.114258    2401.367188     2401.367188     0.983432   
cgd-ls[init-unit][backtrack-Armijo]                   7340     1642.685547    0.000000         0         2441.708008    2446.754883     2446.754883     0.983575   
gd[init-unit][backtrack-Armijo]                       7391     1463.753906    0.000000         0         2459.691406    2463.691406     2463.691406     0.983895   
cgd-prp[init-unit][backtrack-Armijo]                  7413     1658.432617    0.000000         0         2466.860352    2471.262695     2471.262695     0.983939   
cgd-n[init-unit][backtrack-Wolfe]                     10054    1597.402344    0.000000         0         1671.414062    3351.666016     3351.666016     0.813690   
cgd-n[init-unit][backtrack-Armijo]                    13013    2069.871094    0.000000         0         2167.227539    4337.917969     4337.917969     0.925635   
cgd-dy[init-quadratic][backtrack-Wolfe]               116      28.827148      0.000000         1         20.409180      38.689453       38.689453       0.428862   
gd[init-consistent][backtrack-strong-Wolfe]           602      68.383789      0.000000         1         7.355469       200.859375      200.859375      0.111763   
cgd-dyhs[init-consistent][backtrack-strong-Wolfe]     607      75.124023      0.000000         1         7.570312       202.605469      202.605469      0.118425   
cgd-prp[init-consistent][backtrack-strong-Wolfe]      608      74.831055      0.000000         1         7.621094       202.774414      202.774414      0.119767   
cgd-cd[init-consistent][backtrack-strong-Wolfe]       892      96.127930      0.000000         1         10.793945      297.343750      297.343750      0.218613   
cgd-dy[init-consistent][backtrack-strong-Wolfe]       1024     114.451172     0.000000         1         12.095703      341.505859      341.505859      0.254768   
cgd-n[init-consistent][backtrack-strong-Wolfe]        1058     117.114258     0.000000         1         12.407227      352.726562      352.726562      0.268454   
cgd-n[init-quadratic][backtrack-Armijo]               108      32.403320      0.000000         2         26.506836      36.210938       36.210938       0.486350   
cgd-n[init-quadratic][backtrack-Wolfe]                157      32.664062      0.000000         2         19.589844      52.607422       52.607422       0.412707   
